Incident Type,Incident year,Reported Month,Region of Origin,Region of Incident,Country of Origin,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping
Incident,2014,June,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.84452, -111.86507",Northern America
Incident,2014,June,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.14323, -112.58124",Northern America
Incident,2014,June,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.78543, -111.86321",Northern America
Incident,2014,June,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.49908, -111.40091",Northern America
Incident,2014,June,Unknown,Mediterranean,Unknown,10,0,10,39,0,0,0,Drowning,Central Mediterranean,Between Libya and Sicily,Reuters,"34.2775, 15",Uncategorized
Incident,2014,June,Southern Asia,South-eastern Asia,Cambodia,6,0,6,13,5,1,0,Vehicle accident / death linked to hazardous transport,,"Highway 304, Chachoengsao-Kabinburi Rd, Muangmai subdistrict, Ratchasan District, Chachoengsao Province, Thailand","Manager Online, Thairath","13.6702361, 101",South-eastern Asia
Incident,2014,June,Western Asia,Mediterranean,Syrian Arab Republic,1,0,1,356,0,0,0,Mixed or unknown,Central Mediterranean,Central Med Route - Sicily,BBC ,"35.9061, 12",Uncategorized
Incident,2014,June,Southern Asia,South-eastern Asia,Cambodia,2,0,2,16,1,1,0,Vehicle accident / death linked to hazardous transport,,"Moo 4, Nong Yai subdistrict, Nong Yai district, Chonburi province, Thailand","Kom Chad Luek, Khao Sod, Manager Online ","13.1394249, 101",South-eastern Asia
Incident,2014,June,Unknown,Northern Africa,Unknown,0,29,29,0,0,0,0,Drowning,Western Africa / Atlantic route to the Canary Islands,Between North Africa and Canary Islands,La Vanguardia,"28.348645, -13",Uncategorized
Incident,2014,June,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"La India Ranch, Brooks County, Texas, USA","Operation Identificatio, U. of Texas","27.15310333, -98",Northern America
Incident,2014,June,Unknown,Mediterranean,Unknown,4,0,4,0,0,0,0,Violence,Western Mediterranean,Morocco/Spain border near Melilla,L'Espresso ,"35.2783, -3",Uncategorized
Incident,2014,June,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.16403, -111.71384",Northern America
Incident,2014,June,Southern Asia,South-eastern Asia,Indonesia,9,26,35,62,1,8,1,Drowning,,Coast of Malaysia - Strait of Malacca,The World Post (Huffington and BIG) ,"4.66259, 100",South-eastern Asia
Incident,2014,June,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.17175, -111.20567",Northern America
Incident,2014,June,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.4275, -111.64305",Northern America
Incident,2014,June,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.49936, -112.21016",Northern America
Incident,2014,June,Eastern Africa,Mediterranean,Eritrea,0,240,240,0,0,0,0,Drowning,Central Mediterranean,"TBC - boat went missing, not recovered",IOM Rome Office - Flavio Di Giacomo ,"34.6033, 17",Uncategorized
Incident,2014,June,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.39289, -111.00497",Northern America
Split Incident,2014,June,Western Asia,Mediterranean,"Morocco,Syrian Arab Republic,Unknown",2,4,6,0,0,4,0,Drowning,Central Mediterranean,Unspecified location between North Africa and Italy. Survivors taken to Porto Empedocle in Sicily.,Yahoo! News ,"36.1838, 13",Uncategorized
Incident,2014,June,Unknown,Mediterranean,"Cameroon,Somalia,Syrian Arab Republic",45,0,45,566,0,45,0,Vehicle accident / death linked to hazardous transport,Central Mediterranean,Unspecified location between North Africa and Italy. Survivors taken to Pozzallo,Oman Daily Observer ,"36.222841, 14.688719",Uncategorized
Incident,2014,July,Unknown,Mediterranean,Unknown,0,75,75,27,0,0,0,Drowning,Central Mediterranean,"Recued off Sicily; taken to Catania, Sicily",Yahoo! News ,"36.4317, 15.8313",Uncategorized
Incident,2014,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.6739, -111.84799",Northern America
Incident,2014,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.629327, -111.78697",Northern America
Incident,2014,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.375917, -112",Northern America
Incident,2014,July,Unknown,Mediterranean,,13,0,13,0,0,0,0,Mixed or unknown,Central Mediterranean,Boat drifting in Libyan waters,IANS,"33.0335, 15",Uncategorized
Incident,2014,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.081967, -113",Northern America
Split Incident,2014,July,Western Asia,Mediterranean,"Eritrea,Syrian Arab Republic,Unknown",12,188,200,0,1,0,2,Drowning,Central Mediterranean,Off the coast of Tripoli (capsized boat),Reuters ,"32.9615, 13",Uncategorized
Incident,2014,July,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,,"Coatzacoalcos, Veracruz, Mexico",Noticias de Mexico,"18.130861, -95",Central America
Incident,2014,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.316, -112",Northern America
Incident,2014,July,Central America,North America,El Salvador,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Barrosa Pasture, King Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas","26.92635612, -97.709747",Northern America
Incident,2014,July,Unknown,Mediterranean,Unknown,4,21,25,13,1,2,1,Drowning,Eastern Mediterranean,Aegean Sea,Greek Reporter ,"37.862031, 26.921962",Uncategorized
Incident,2014,July,Central America,North America,El Salvador,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Singer Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas","26.99857326, -98.18627898",Northern America
Incident,2014,July,Unknown,Mediterranean,Unknown,12,0,12,0,0,0,0,Drowning,Central Mediterranean,"Bodies found on coast near Tripoli, Libya",IANS,"32.9511, 13.2042",Uncategorized
Incident,2014,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.62332, -112",Northern America
Incident,2014,July,Central America,North America,Guatemala,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Cage Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas","26.99000755, -98",Northern America
Incident,2014,July,Unknown,Mediterranean,Unknown,1,109,110,12,1,0,0,Drowning,Central Mediterranean,40 miles off the coast of Libya,UNHCR,"33.6564, 15",Uncategorized
Incident,2014,July,Southern Asia,South-eastern Asia,Indonesia,2,18,20,60,0,0,0,Drowning,,Off the southwest coast of Malaysia,BBC ,"6.35306, 115",South-eastern Asia
Incident,2014,July,Unknown,Mediterranean,Unknown,3,0,3,90,0,0,0,Drowning,Central Mediterranean,"Just off the coast of Garabulli, Libya",Al-Arab Online ,"32.8343, 14",Uncategorized
Incident,2014,July,Sub-Saharan Africa (P),Mediterranean,Unknown,0,41,41,61,0,0,0,Drowning,Central Mediterranean,"30 miles off the coast of Tripoli, Libya",The Daily Star,"33.2423, 13",Uncategorized
Incident,2014,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.03617, -113.00065",Northern America
Incident,2014,July,Central America,North America,Guatemala,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Cage Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas","26.95573817, -98",Northern America
Incident,2014,July,Mixed,Mediterranean,"Egypt,Syrian Arab Republic",2,53,55,1,0,0,0,Drowning,Central Mediterranean,"off the coast of Kafr el-Sheikh governorate, Egypt",Zee News ,"31.5818, 31",Uncategorized
Incident,2014,July,Unknown,Mediterranean,Unknown,3,0,3,104,0,0,0,Drowning,Central Mediterranean,"Off the Libyan coast, northeast of Tripoli",World Bulletin ,"33.4442, 14",Uncategorized
Split Incident,2014,July,Sub-Saharan Africa (P),Mediterranean,Unknown,29,151,180,569,0,0,1,"Drowning,Mixed or unknown",Central Mediterranean,Between Libya and Malta,"IOM Libya, Voice of America","34.5821, 14.2163",Uncategorized
Incident,2014,July,Unknown,Mediterranean,Unknown,5,14,19,61,0,0,0,Drowning,Central Mediterranean,South of Sicily,Malta Today ,"36.3557, 14",Uncategorized
Incident,2014,July,Eastern Africa,Europe,Eritrea,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"Abandoned airfield outside Downham Market, England, UK",The independent,"50.9584, 0",Northern Europe
Incident,2014,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.651, -111.6385",Northern America
Incident,2014,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.37387, -113.14252",Northern America
Incident,2014,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.532056, -111.533472",Northern America
Incident,2014,July,Sub-Saharan Africa (P),Mediterranean,Unknown,20,108,128,22,0,0,0,Drowning,Central Mediterranean,"60 miles off the coast of Al Khums, Libya",ANSAMed,"34.4666, 14",Uncategorized
Incident,2014,July,Central America,North America,Mexico,1,0,1,0,0,1,1,Accidental death,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.6488, -110.697817",Northern America
Incident,2014,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.83222, -112.05419",Northern America
Incident,2014,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.949573, -112.871417",Northern America
Incident,2014,July,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Violence,Sahara Desert crossing,"Unspecified location, Libya",MHub,"26.163979, 11.855727",Northern Africa
Incident,2014,July,Western / Southern Asia (P),Southern Asia,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",,"Mountains, Iran",MHub,"37.414959, 48.122069",Southern Asia
Incident,2014,August,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,,"Acatlan de Perez Figueroa, Oaxaca, Mexico",Imagen del Golfo,"18.539117, -96.606006",Central America
Incident,2014,August,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.26839, -111.4741",Northern America
